,subject,new_relation,object
79420,all,gene_drug,diphyllin
79428,infectious disease,disease_gene,ifns
79433,pharmacotherapy,treat_procedure_treat_procedure,induction
79440,endotracheal intubation,treat_procedure_treat_procedure,treatment
79441,ha gene,gene_species,influenza virus
79442,plasma,gene_disease,era
79449,subunit,gene_gene,viral fusion
79450,subunit,gene_treat_procedure,fusion
79454,fp,disease_disease,coronavirus infection
79456,furin,drug_gene,s protein
79457,s1 subunit,gene_species,coronavirus
79458,hr1,gene_drug,peptide
79459,s protein,gene_gene,hr2
79461,peptide,drug_disease,viral infection
79462,igg antibody,gene_disease,lupus nephritis
79466,systemic inflammatory response syndrome,disease_treat_procedure,major surgery
79467,systemic inflammatory response syndrome,disease_treat_procedure,surgery
79469,systemic inflammatory response syndrome,disease_species,patient
79472,ibd,disease_disease,uc
79473,ibd,disease_disease,ulcerative colitis
79474,ibd,disease_disease,colitis
79475,mbl,gene_disease,infectious disease
79476,mbl,gene_disease,disease
79478,kawasaki disease,disease_disease,infection
79483,nephritis,disease_disease,sarcoidosis
79484,nephritis,disease_disease,renal sarcoidosis
79485,interstitial nephritis,disease_disease,sarcoidosis
79486,interstitial nephritis,disease_disease,renal sarcoidosis
79489,coccidioidomycosis,disease_disease,disease
79490,coccidioidomycosis,disease_disease,skin lesion
79491,virus,disease_disease,skin cancer
79494,gene,gene_treat_procedure,somatic gene therapy
79495,gene,gene_treat_procedure,gene therapy
79496,sleeping sickness,disease_species,people
79497,infection,disease_species,goat
79498,act,treat_procedure_gene,tlr3
79500,tlr3,gene_gene,tlr7
79502,tlr3,gene_gene,tlr8
79503,presence,treat_procedure_gene,tlr7
79507,reduction,treat_procedure_disease,ndv
79515,s protein,gene_gene,airway
79516,viral s protein,gene_treat_procedure,detected
79519,viral s protein,gene_gene,airway
79521,expression,treat_procedure_gene,hace2
79524,pulmonary pathology,disease_species,mouse
79527,infection,disease_treat_procedure,extracted
79530,induction,treat_procedure_species,tgev
79532,treatment,treat_procedure_species,tgev
79533,combined treatment,treat_procedure_species,tgev
79534,imd,disease_gene,iκbα
79535,antibody,gene_disease,rna
79536,detection,treat_procedure_species,tgev
79540,copd,disease_gene,dpp4
79543,deficiency,disease_disease,lcmv infection
79544,infection,disease_disease,hypergammaglobulinemia
79545,infection,disease_disease,polyclonal hypergammaglobulinemia
79547,viral infection,disease_disease,hypergammaglobulinemia
79548,viral infection,disease_disease,polyclonal hypergammaglobulinemia
79553,deficiency,disease_treat_procedure,immunization
79558,dysfunction,disease_disease,immune disease
79559,immune dysfunction,disease_disease,immune disease
79560,immune dysfunction,disease_disease,disease
79570,syndrome,disease_disease,atopy
79579,virus infection,disease_treat_procedure,release
79590,hel domain,gene_disease,critical
79591,myocarditis,disease_species,piglet
79594,treatment,treat_procedure_drug,sodium acetate
79595,recruitment,disease_disease,staggered
79596,antigen,gene_disease,cf
79597,cf,disease_gene,homologous
79598,infection,disease_disease,cf
79599,cf,disease_disease,infection
79600,body,gene_treat_procedure,map
79609,rdrp,gene_gene,core
79611,jev,disease_gene,bite
79612,jev,disease_disease,cns
79613,cns,disease_symptom,fever
79622,cxcl1,gene_gene,cxcl10
79623,gene,gene_gene,cxcl1
79625,ifn,gene_gene,gene
79631,disease,disease_gene,alien
79635,respiratory failure,disease_symptom,ill
79637,community,disease_disease,image
79638,urticaria,disease_symptom,finding
79639,urticaria,disease_treat_procedure,drug therapy
79640,wb,disease_species,calf
79642,measles,disease_species,measles virus
79643,mumps,disease_disease,orchitis
79649,yellow fever,disease_disease,fulminant disease
79650,liver failure,disease_symptom,jaundice
79651,fever,symptom_species,flavivirus
79654,fever,symptom_disease,fulminant disease
79655,step,gene_gene,envelope
79658,drug,drug_drug,zidovudine
79659,neuraminidase,gene_species,influenza virus
79660,step,gene_gene,viral envelope
79661,igg1,gene_gene,serum
79662,se,drug_drug,methionine
79663,se,drug_drug,selenomethionine
79674,detected,treat_procedure_drug,rsv
79676,cough,disease_treat_procedure,detection
79681,co-infection,disease_disease,critical
79688,symptom,symptom_disease,chest distress
79692,asthma,disease_disease,disorder
79693,bronchial asthma,disease_disease,disorder
79694,hypertension,disease_disease,disorder
79700,zidovudine,drug_drug,drug
79703,acute renal failure,disease_symptom,organ failure
79704,renal failure,disease_symptom,organ failure
79706,septic shock,disease_disease,multi-organ failure
79709,hypertrophy,disease_disease,liver fibrosis
79711,respiratory insufficiency,disease_symptom,symptom
79712,sepsis,disease_disease,lung infection
79723,macrophage activation syndrome,disease_disease,hemophagocytic syndrome
79724,macrophage activation syndrome,disease_disease,reactive hemophagocytic syndrome
79729,he,disease_disease,immunodeficiency
79730,he,disease_disease,renal injury
79733,he,disease_disease,injury
79735,complement,gene_gene,antigen
79736,lp,disease_disease,virus
79741,mac,disease_gene,complement
79753,hmpv,drug_symptom,dyspnea
79755,immunosuppression,treat_procedure_symptom,fever
79756,immunosuppression,treat_procedure_symptom,fever of unknown origin
79760,anesthesia,symptom_treat_procedure,positioning
79762,chondrocytes,gene_species,cat
79763,ppv,drug_gene,transcriptase
79766,paralysis,disease_gene,functional
79773,vcp,gene_gene,complement
79780,adv,drug_gene,receptor
79781,yfv,disease_species,denv
79784,ns1,gene_gene,c9
79788,ns1,gene_gene,c4
79789,ns1,gene_gene,mbl
79791,hepatitis,disease_disease,lymphoma
79792,hepatitis,disease_disease,hepatocellular carcinoma
79793,hepatitis,disease_disease,carcinoma
79794,cd59,gene_gene,cd55
79795,hcv core protein,gene_treat_procedure,reduction
79797,human immunodeficiency virus,disease_gene,complement
79801,cd55,gene_gene,cell surface
79802,cd55,gene_disease,virus
79803,enterovirus,disease_gene,cd55
79804,enterovirus 70,disease_gene,cd55
79805,viral genome,gene_gene,coat protein
79806,genome,gene_gene,coat protein
79808,complement,gene_species,sindbis virus
79810,acid,drug_species,sindbis virus
79811,acid,drug_gene,host cell
79812,sialic acid,drug_species,sindbis virus
79813,sialic acid,drug_gene,host cell
79814,cd59,gene_disease,virus
79817,na gene,gene_disease,influenza h1n1
79819,pattern,gene_disease,infectious complication
79823,hmpv disease,disease_disease,upper respiratory symptom
79824,hmpv disease,disease_disease,respiratory symptom
79830,presence,treat_procedure_disease,hbov
79834,hbov infection,disease_disease,pneumonia
79835,hbov infection,disease_treat_procedure,stem cell transplantation
79840,virus,disease_symptom,cough
79841,hbov,disease_symptom,cough
79843,respiratory symptom,disease_symptom,rhinorrhea
79844,detection,treat_procedure_disease,pityriasis rosea
79845,isolation,treat_procedure_gene,serum
79846,coinfections,disease_disease,2009
79848,jcv,disease_disease,infection
79849,jcv,disease_disease,leukoencephalopathy
79850,jcv,disease_disease,progressive multifocal leukoencephalopathy
79851,jcv,disease_disease,multifocal leukoencephalopathy
79852,erythropoietin,gene_species,human
79854,drug,drug_disease,neutropenia
79855,neutropenia,disease_species,human
79857,neutropenia,disease_disease,hiv infection
79858,procedure,treat_procedure_disease,same
79859,cancer,disease_disease,covid-19
79860,asymptomatic infection,disease_species,patient
79864,empyema,disease_treat_procedure,intervention
79869,bronchiolitis,disease_disease,major
79873,h5n1,disease_species,adenovirus
79879,acute bronchiolitis,disease_species,infant
79880,dr,disease_species,human
79881,association,disease_gene,viral antigen
79882,infection,disease_treat_procedure,overlapped
79884,vlps,gene_gene,pathogen recognition receptor
79886,vlps,gene_gene,prrs
79887,chimeric vlp,gene_gene,protein
79888,vlp,gene_gene,protein
79889,attachment,treat_procedure_gene,vlps
79890,vaccine,disease_disease,hbv
79893,vaccine,disease_disease,neoplasia
79894,vaccine,disease_disease,porcine circovirus type 2
79896,virus,disease_species,rabbit hemorrhagic disease virus
79898,h1n1,drug_species,human
79899,cell progenitor,gene_gene,common myeloid progenitor
79900,pdcs,gene_gene,ifn type i
79902,step,gene_drug,sulfate
79903,langerin,gene_disease,lc
79904,fcγr,gene_gene,pamps
79906,vlps,gene_gene,pamps
79908,proteasome,gene_gene,cytosol
79911,immunization,treat_procedure_gene,igg2a antibody
79913,vlps,gene_gene,anti-ha antibody
79914,vlps,gene_gene,anti-ha neutralizing antibody
79915,vlps,gene_gene,igm
79918,zika,disease_gene,antibody
79919,zika,disease_disease,fatal
79920,zika,disease_disease,viremia
79921,envelope glycoprotein,gene_treat_procedure,attachment
79922,vlps,gene_gene,envelope glycoprotein
79924,encephalitis,disease_species,people
79926,hemorrhagic fever,disease_species,human
79927,nucleocapsid protein,gene_drug,gn
79932,vlps,gene_gene,cd80
79933,cd83,gene_gene,il
79935,delivery,treat_procedure_gene,vlps
79937,particle,gene_disease,disease
79938,vlps,gene_species,yeast
79939,insertion,treat_procedure_gene,vlps
79944,parainfluenza infection,disease_species,patient
79946,immune suppression,treat_procedure_drug,steroid
79948,plan,disease_species,human
79949,plan,disease_species,influenza
79951,ac,disease_treat_procedure,guidance
79958,ground glass opacity,disease_symptom,febrile
79959,thrombocytopenia,disease_disease,lower
79960,brd,disease_species,bvdv
79962,presence,treat_procedure_species,cattle
79967,genome,gene_gene,plp1
79968,ablation,treat_procedure_treat_procedure,change
79969,same,disease_gene,k63
79973,enteric coronavirus,disease_gene,enterocytes
79974,septic shock,disease_disease,tachycardia
79976,presence,treat_procedure_disease,enteritis
79977,presence,treat_procedure_disease,neutrophilia
79981,necrosis,disease_disease,small intestine
79982,finding,symptom_disease,necrosis
79984,oseltamivir,drug_gene,neuraminidases
79987,immunization,treat_procedure_drug,quarantine
79988,supplementation,treat_procedure_drug,dextrose
79990,perk,gene_treat_procedure,release
79995,atf6,gene_gene,ire1
80000,eotaxin,gene_drug,sh
80001,eotaxin,gene_gene,egf
80004,rv,drug_species,iav
80006,tissue,disease_drug,oxygen
80009,lens,disease_disease,tissue
80010,body,gene_treat_procedure,matrix
80011,retina,disease_species,specie
80013,myelination,disease_gene,disc
80014,osteosarcoma,disease_disease,tumor
80016,conjunctiva,disease_disease,injury
80017,allergic disease,disease_disease,inflammation
80018,allergic disease,disease_disease,eosinophilic inflammation
80019,disease,disease_disease,acute inflammation
80020,allergic disease,disease_gene,pattern
80023,disease,disease_disease,eosinophilic inflammation
80024,allergic disease,disease_disease,acute inflammation
80025,heart disease,disease_disease,cardiovascular disease
80032,endotracheal intubation,treat_procedure_treat_procedure,mechanical ventilation
80033,illness,symptom_disease,seasonal influenza
80034,illness,symptom_species,influenza
80035,virus,disease_disease,seasonal influenza virus
80037,pandemic influenza,disease_disease,viral pneumonia
80038,pandemic influenza,disease_disease,primary pneumonia
80040,pandemic influenza,disease_disease,primary viral pneumonia
80041,multi-organ failure,disease_disease,encephalopathy
80042,multi-organ failure,disease_species,child
80043,acute respiratory disease,disease_species,child
80044,cdc,disease_disease,influenza epidemic
80051,conjunctiva,disease_drug,acid
80053,pyrithione,drug_disease,edema
80054,degeneration,disease_disease,degeneration
80056,degeneration,disease_gene,body
80058,demyelination,disease_disease,degeneration
80059,demyelination,disease_disease,optic nerve
80060,bulla,disease_disease,malleus
80061,m protein,gene_drug,pedv
80063,intubation,treat_procedure_treat_procedure,tracheotomy
80066,endotracheal intubation,treat_procedure_treat_procedure,tracheotomy
80067,endotracheal intubation,treat_procedure_treat_procedure,non-invasive ventilation
80072,attachment,treat_procedure_disease,type
80073,protein,gene_disease,turkey coronavirus
80075,open reading frame,gene_gene,genome
80077,disease,disease_species,girl
80078,cash,gene_disease,cf
80089,base,gene_gene,inner hair cell
80090,otitis medium,disease_species,guinea
80092,otitis medium,disease_disease,condition
80094,treatment,treat_procedure_gene,ear
80095,treatment,treat_procedure_disease,middle ear
80096,necrosis,disease_gene,membrane
80097,ganglion,disease_gene,damage
80098,aminoglycosides,drug_disease,necrosis
80099,aminoglycosides,drug_gene,damage
80100,aminoglycosides,drug_gene,cristae
80102,toluene,drug_drug,styrene
80103,ganglion,disease_drug,cisplatin
80111,cleaved,gene_gene,receptor
80143,serum igg antibody,gene_treat_procedure,presence
80146,igg antibody,gene_gene,body
80147,detection,treat_procedure_treat_procedure,release
80148,diarrhea,symptom_disease,severe dehydration
80149,watery diarrhea,symptom_disease,severe dehydration
80160,nsp14,gene_gene,ifn inducer
80161,nsp14,gene_gene,ddx1
80164,tgev infection,disease_gene,ifn
80166,tgev infection,disease_gene,ifn β
80167,tgev infection,disease_species,transmissible gastroenteritis virus
80168,tgev infection,disease_species,gastroenteritis virus
80169,nsp14,gene_gene,cytoplasm
80170,ddx1,gene_gene,ifn β
80171,nsp14,gene_gene,ifn β
80178,ddx1,gene_drug,48
80180,ddx1,gene_gene,nsp3
80186,vlps,gene_gene,immunoglobulin g
80193,medrxiv,gene_disease,lower
80194,car,disease_species,child
80201,he,disease_symptom,illness
80211,forward primer,gene_treat_procedure,removal
80212,presence,treat_procedure_gene,band
80214,gps,gene_species,influenza
80218,sg mrna,gene_gene,gene
80219,subunit,gene_disease,nidoviruses
80220,isoleucine,drug_disease,virus
80223,cavity,disease_disease,rna
80227,rickettsial disease,disease_disease,acute
80228,eosinophilia,disease_species,patient
80231,chaga disease,disease_disease,infection
80233,treatment regimen,treat_procedure_disease,disease
80239,fulminant hepatic failure,disease_disease,icterohemorrhagic fever
80240,plague,disease_disease,syndrome
80241,fever,symptom_disease,endemic disease
80246,infection,disease_disease,infectious illness
80262,she,gene_treat_procedure,emergency caesarean delivery
80264,general anaesthesia,treat_procedure_treat_procedure,tracheal intubation
80265,alphacoronaviruses,disease_gene,gene
80268,membrane protein,gene_gene,type iii membrane protein
80274,he,disease_species,sars cov
80275,she,gene_species,sars cov
80285,hemorrhage,disease_disease,larynx
80286,viral respiratory infection,disease_disease,severe
80287,viral infection,disease_disease,severe
